Cód.Prod;Descripción;Descripcion Sabor
3665;BEBIDA LACTEA LS BEBIBLE RED AZUCAR S900ML;DURAZNO                                 
3671;BEBIDA LACTEA LS SENSE FORT BRIK 1L;CARAMEL
3672;BEBIDA LACTEA UAT LS SENSE FORT 250CC;
3701;PACK PROMO FERRERO + HERRAMIENTA;
3710;QUESO LS RALLADO EDIC.ESPEC. BOLSA 100GR;
3714;QUESO LS CAMEMBERT NATURAL 200GR;
3720;QUESO LS BRIE NATURAL 100GR;
3721;TIC TAC CHERRY MINT ESTUCHE 16 GR;
3724;QUESO LS BRIE NATURAL 2KG;
3731;KINDER JOY CON SORPRESA HUEVO 20GR;
3732;QUESO LS FINLANDIA PROC.POTE 290GR;
3733;QUESO LS FINLANDIA RED.CALORIAS P290GR;
3734;QUESO LS FINLANDIA BALANCE POTE 290GR;
3735;QUESO LS FINLANDIA SACHET 2.1 KG;
3738;QUESO LS CREMON RED CALORIAS P 280GR;
3739;QUESO LS CREMON ORIGINAL POTE 280GR;
3740;QUESO LS FINLANDIA CLASICO MANGA 2KG;
3741;QUESO LS FINLANDIA CHEDDAR MANGA 2KG;
3771;QUESO LS RALLADO LIGHT BOLSA 80GR;
3784;KINDER CHOCOLATE 20 ESTUCHES 500 GR;
3800;LECHE DIA% ULTRA DESCREMADA 0% SAC 1L;
3801;LECHE DIA% ULTRA P.DESCREMADA 2% SAC1L;
3817;TIC TAC FRUTILLA 12 ESTUCHES 192GR;
3821;HUE PAS KIND HADAS 6U 900GR;
3824;HUEVO PASCUA KINDER LEI 150 GR;
3828;HUE PAS KIND LEI 72U;
3831;TIC TAC FRUTILLA ESTUCHE 16G;
3835;HUE PAS KIND LUI 72 U;
3838;HUE PAS KIND AUTOS 6U 900GR;
3842;REUTILIZAR MHSA;
3845;HUE PAS KIND 12U 1200G TRANSF MLP MVF;
3846;HUE PAS KIND 8U STAR WARS 800GR;
3847;HUE PAS KIND PONY 8U 800GR;
3848;HUEVO DE PASCUA KINDER PUCCA 100GR;
3872;BEBIDA LACTEA UAT LS SENSE FORT SLIM 200C;VAINILLA                                
3872;BEBIDA LACTEA UAT LS SENSE FORT SLIM 200C;CARAMEL
3872;BEBIDA LACTEA UAT LS SENSE FORT SLIM 200C;CAPUCCINO
3872;BEBIDA LACTEA UAT LS SENSE FORT SLIM 200C;MACCHIATTO
3877;DULCE DE LECHE SER POTE 300 GR;
3879;PACK PROMO FERRERO CON BALANZA;
3886;PACK PROMO FERRERO CON BOLSO MATERO;
3903;HUEVO DE PASCUA KINDER MAGIC NATOONS 72U;
3904;QUESO LS FINL 100% VEG CLASICO 180GR;
3905;QUESO LS FINL 100% VEG CHEDDAR 180GR;
3906;HUEVO PASCUA KINDER MAGIC NATOONS 12U 1800G;
3909;HUEVO PASCUA MAGIC NATOONS 125GR;
3910;HUE PAS KIND 100G TRANSF MLP MVF;
3911;FERRERO EGGS 100 G;
3912;CALSA LPF CLASICA 100GR;
3913;CALSA LPF CLASICA 50GR;
3914;CALSA LPF AMASA FACIL 50G;
3915;VIRGEN LEV FRESCA CJ 20 PAQ 500G;
3916;LEUDEX LEV FRESCA CJ 20 PAQ 500G;
3917;RICABE GRASA CJ 20 SACH X 1KG;
3918;FLEISCH. CREMA VEGETAL VAIN CJ 12 X 1LT;
3919;MI PAN LSF INSTANTANEA SOBRE 10G;
3920;MI PAN LSF INSTANTANEA ESTUCHE X 4 SOBRES 10 GR;
3921;CALSA LPF MASA MADRE DISPLAY 10FP 50G;
3922;CALSA LPF CLASICA 10 FP 50GR;
3923;PACK INTRODUCCION FERRERO;
3925;BEBIDA LACTEA LS JUNIOR FORT SAC 900ML;
3926;BEBIDA LACTEA LS JUNIOR UAT FORT 200CC;
3930;CALSA LPF CLASICA 100GR;
3931;CALSA LPF CLASICA 50GR.;
3932;CALSA LPF AMASA FACIL 50GR;
3933;VIRGEN LEV FRESCA CJ 20 PAQ 500GR;
3934;LEUDEX LEV FRESCA CJ 20 PAQ 500GR;
3935;RICABE GRASA CJ 20 SCH X 1KG.;
3936;FLEISCH CREMA VEGETAL VAIN CJ 12 X 1LT.;
3937;MI PAN LSF INSTANTANEA SOBRE 10GR;
3938;MI PAN LSF INSTANTANEA ESTUCHE X 4 SOBRES 10 GR.;
3939;CALSA LPF MASA MADRE DISPLAY 10FP 50GR.;
3940;CALSA LPF CLASICA 10 FP 50GRX.;
3941;MTK MARG HOJAL 0 TRANS CJ 4PIL X 5 KG;
3942;MTK MARG MASAS CJ 4 PIL X 5KG.;
3943;PASTELGRAS GRASA CJ X 20KG;
3944;SUPER MARG HOJAL CJ 2 PIL X 10KG;
3945;LP PREM PAN DE QUESO CJ 6X2KG;
3946;PREMEZCLA PAN DE QUESO CJ 6X2KG;
3947;LP PREM BUDIN CHOCOLATE CAJA 6 X 3 KG;
3948;LP PREM BUDIN DE VAINILLA CAJA 6 X 3 KG;
3949;LP CREMA PASTELERA CAJA 6 X 3 KG;
3950;LEVADURA SECA MASA SALADA CJ 20X0.5 KG;
3951;LEVADURA SECA MASA DULCE CJ 20 X 0.5 KG;
3952;LP PREM PAN DULCE Y ROSCAS CJ 2 X 10 KG;
3994;KINDER CHOCOLATE MAXI 1 UNID 21 GR;
3999;PACK PROMO FERRERO;
4000;CUPON DANETTE PARA DEGUSTACION;
4001;CUPON DEG POSTRE SERENITO;
4002;PROMO $2;
4003;CUPON ACTIMEL 0% 100G;
4004;PROMO $4;
4005;CUPON KIT DANONINO (VALIJITA DANOUTILES);
4006;RESERVA CUPON PROMO BACK TO SCHOOL;
4007;PROMO $0.50 CTVOS;
4008;PROMO DESTAPADISIMOS $1;
4009;CUPON YOGUR SERENITO;
4010;CUPON DANONINO PARA DEGUSTACION;
4011;CUPON VAJILLA PROMO YOGURISIMO;
4012;CUPON YOGURISIMO FIRME FORTIFICADO 190GR;
4014;CUPON PROMO ACTIVA 250G (1PACK);
4016;CUPON ACTIVIA FIBRABALANCE PACK 250GR;
4017;CUPON PROMO ACTIMEL BANDAS LOCAS;
4034;CUPON POSTRE SERENITO COMB POTE 125G;
4075;CUPON VIDACOL BOT 80 GR;
4077;SOPA INSTANTANEA SER CAJA 1.320G (120 UNI);
4092;CUPON PROMO DESTAPADISIMOS DANONINO;
4095;CUPON POSTRE SERENITO POTE 120GR;
4102;YOGUR SER CLAS C/FRUTA POTE 180G;
4104;CUPON SER CLAS DESC 195GR;
4108;CUPON SER BATIDO FFS 120GR;
4127;CUPON DANONINO BEBIBLE 100 GR;
4133;YOGUR SER C/CEREAL POTE 167G;
4135;YGS C/CEREAL AZUC 150G+14/16GR;
4148;CUPON KIT SERENITO (AGENDA);
4158;CUPON FLAN SER TENTACION PACK 210G;
4166;CUPON DEG VIDACOL PACK 320 GR;
4222;CUPON PROMO ACTIVIA BEBIBLE;
4223;CUPON ACTIVIA FIRME POTE 115GR;
4228;CUPON YOGURISIMO MOUSSE DEGUSTACION;
4231;YOGUR SER FORT DESC SACHET 1100G;
4240;CUPON YOGURISIMO ENT BATIDO POTE 120GR;
4243;CUPON ACTIVIA 0% PACK 250 GR DEGUST;
4247;CUPON SERENITO WAU FFS X1 100GR;
4253;CUPON PROMO ACTIVIA 1750G (7 PACK);
4254;CUPON ACTIVIA PACK 250 GR (1 PACK);
4255;RES PROMO ACTIVIA PACK 250G;
4274;CUPON KIT SERENITO (MASCARA).;
4300;CUPON HERMETICOS LA SERENISIMA;
4303;CUPON POSTRE SER PACK 210 GR;
4304;CAPUCHON SERENITO CONFITES 120GR U.INTERNO;
4305;LECHE ARMONIA ULTRA ENTERA 3% SACH 1LT;
4306;LECHE ARMONIA ULTRA P.DESC 1% SACH 1LT;
4307;LECHE ARMONIA ULTRA P.DESC 2% SACH 1LT;
4330;CUPON DANETTE DUPLETTE;
4333;YOGURISIMO GO BOT 185GR;
4336;CUPON DANONINO DINO BATUCADA;
4337;CUPON ACTIVIA DINO BATUCADA;
4361;L.POLVO LS ENT INST F VIT BOLSA 200GR;
4362;L.POLVO LS DES.INST.F.VIT. BOLSA 200GR;
4363;L.POLVO LS ENT.INS.FORT.VIT.EST 400GR;
4364;L.POLVO LS DES.INST.FORT VIT EST 400GR;
4365;L.POLVO LS ENT.ZERO LACT.VIT EST 400GR;
4371;L.POLVO LS MOD. ZERO LACTOSA 400GR;
4373;L EN POLVO LS ENTERA INST FORT 800G;
4374;L EN POLVO LS DESCR INST FORT 800G;
4375;L.MOD.EN POLVO ARMONIA VIT BOLSA 800GR;
4376;L.MOD.EN POLVO ARMONIA VIT BOLSA 400GR;
4385;VACANTE;
4434;POSTRE SERENITO POCION POTE 117 GR DEG;CHOCOLATE                               
4444;CUPON PROMO DESTAPADISIMOS $0.25;
4481;LECHE LS ULTRA PARC DESCR FORT 1% SAC1L;
4482;LECHE LS ULTRA P.DESC MULTIDEF.2% SAC1L;
4483;LECHE LS ULTRA ENTERA MULT 3% SAC1L;
4491;LECHE LS ULTRA P.DESC LIVIANA 1% SAC1L;
4492;LECHE LS ULTRA P.DESC MAS LIV 2%SAC1L;
4500;QUESO CASANTO CREMOSO HORMA 3KG;
4511;CUPON DEG YOGUR SER COOL BOT 190 GR;
4515;CUPON DESCUENTO YOGURISIMO SACHET;
4517;CUPON DINO MAGO;
4530;CUPON POSTRE DANETTE PACK 190 GR;
4531;CUPON FLAN DANETTE CREMOSO PACK 190 GR;
4570;CUPON DEGUSTACION ACTIMEL BOT 100 GR;
4571;CUPON ACTIMEL 100 GR;
4600;DISPONIBLE PARA USO;
4608;CUPON YOGURISIMO FIRME FORT 120GR;
4612;CUPON COPA CINDOR POTE 100 GR;
4614;CUPON VIDACOL PACK 480 GR;
4652;SILK 946 ML STARBUCKS;
4657;CUPON YOGURISIMO CREMIX FORT 120GR;
4660;QUESO LS CREMON S/LACTOSA HORMA 3KG;
4661;QUESO LS CREMON S/LACTOSA FRACC 500 GR;
4662;QUESO LS CREMON LIGHT S\LACT.500 GR;
4663;QUESO LS PORT SALUT SIN LACTOSA 500GR;
4664;QUESO LS P SALUT RED.CALORIAS FRACC 450G;
4665;QUESO LS SAINT PAULIN S/LACTOSA 500GR;
4666;QUESO LS P SALUT RED.CALORIAS  HORMA 3KG;
4667;QUESO LS PORT SALUT SIN SAL FRAC 450GR;
4668;QUESO SER SIN LACTOSA FRACC 500GR;
4670;QUESO LS CREMON CREMOSO S\LACT.HORMA3K;
4671;QUESO LS CREMON CREMOSO S\LACT. 500GR;
4680;QUESO LS CREMON LIGHT S\LACT.HORMA 3KG;
4682;QUESO LS ESTILO CAMPO S/LAC HORMA 3.5KG;
4683;QUESO LS DANBO SIN LACTOSA HORMA 3.5 KG;
4684;QUESO LS PATEGRAS SIN LACTOSA HORMA 4KG;
4687;QUESO LS PATEGRAS S/LACT. FRACC 340GR;
4688;QUESO LS GOUDA SIN LACTOSA FRACC 340GR;
4689;QUESO LS MINIFYNBO S/LACTOSA UNID 500G;
4690;QUESO LS ESTILO CAMPO S/LAC FRACC 500GR;
4700;QUESO LS SARDO S/LACT. 1/2 HORMA 1.75KG;
4701;QUESO LS REGGIANITO S/LACT. 1/4 HORMA;
4704;QUESO LS SARDO SIN LACTOSA FRACC 280 GR;
4705;QUESO LS REGGIANITO S/LACT.FRACC 310GR;
4706;QUESO LS PROVOLONE S/LACT. FRACC 310GR;
4707;QUESO LS GRANA PAMPEANA S/LACTOSA 310GR;
4708;QUESO LS PARMESANO FRACC 240GR;
4713;QUESO LS PROVOLETA S/LACT SOBRE 180 GR;
4801;CUPON CALCI+ FIRME 190GR;
4802;CUPON DINO MOCHILA;
4813;CUPON JUEGOS DEL SABOR;
4894;CUPON DANONINO KIT IMANES ALBUM Y POSTER;
4901;CUPON DEGUST YOGUR BATIDO CALCI+ 250G;
4908;YOGURISIMO ENT FIRME +FORTI 125 GR HEROES;
4913;CUPON DINO REGGAETON;
4931;CALSA LPF CLASICA 50GR S/C;
4935;CUPON FRISBEE SERENITO;
4936;CUPON YOGUR SERENITO PACK 250 GR;
4940;CALSA LPF CLASICA 10 FP 50GR S/C;
4955;CUPON YOGURISIMO CREMIX FRUTA PACK 250G;
4956;CUPON DESCUENTO YOGURISIMO CREMIX;
4957;CUPON YOGURISIMO CREMIX FORT PACK480G;
4982;CUPON BOTELLITA ACTIPULSERA LANZADISCOS;
4999;CUPON PROMO TARJETA MOVISTAR;
5001;BASE YOGUR SER C/CEREAL 184GR;
5002;BASE YOGUR SER C/CEREAL 181GR;
5003;BASE YOGURISIMO C/CEREAL 135GR;
5004;BASE YOGURISIMO C/ARITOS 135GR;
5005;BASE YOGURISIMO BOLAS CHOCO 135GR;
5006;BASE YOGUR SER C/CEREAL 135GR;
5007;BASE SER CEREAL BERRIES 135GR;
5008;BASE SER TOTAL 144GR;
5009;BASE SER TROPICAL 135GR;
5010;BASE YOGURISIMO C/BOLAS DE CHOCOLATE 162G;
5011;BASE YOG.ENT NATURAL ROCKLETS;
5012;YOGURISIMO FIRME FORTIFICADO 190GR;
5013;BASE YOG.ENT NATURAL GOTITAS COFLER;
5014;BASE YOG.ENT NATURAL CHIPS DE CHOCO CINDOR;
5015;BASE YOGUR LSC DESC C/CEREALES 157GR;
5016;BASE YOG ENT NATURAL CON GRANOLA;
5017;BASE YOG ENT NATURAL FRUTAS USO INT;
5018;BASE YOG ENT ET CON FRTUTAS USO INT;
5019;BASE SERENITO COOKIES 105GR;
5020;ALI LIQ A BASE DE ALME SILK PROVI 946ML;
5021;BASE ALIM A BASE DE ALME SILK PREMIX 946ML;
5022;BASE YOGURISMO C/CEREALES 166GR B9+ZINC;
5023;BASE YOGUR SER C/CEREALES166GR PROBIO;
5024;BASE YOGURISIMO C/CEREALES 166GR B9+ZINC;
5025;BASE YOGUR SER C/CERE BERRIES 155GR;
5026;BASE YOGURISIMO C/ROCKLETS 164GR B9 ZINC;
5027;BASE LS CLASICO C/ARITOS 155GR;
5028;VASO PPROMOCION SERENITO;
5030;LS POSTRES ARROZ CON LECHE 150GR;
5038;KINDER CHOCOLATE T1 DISPLAY 24 UNID 300GR;
5039;BASE POSTRE DANETTE C/ROCKLETS 120GR;
5040;POSTRE SERENITO CHOCOBOMBAS 118 GR;
5041;POSTRE SERENITO CON CONFITES 120 GR;
5042;POSTRE SERENITO X1 100GR;
5043;POSTRE SERENITO COMB 120 GR;
5044;POSTRE SERENITO POTE 120 GR;
5045;SERENITO GELATINA 105 GR;
5046;SERENITO GELATINA 105GR;
5047;FLAN SERENITO X 100;
5048;SERENITO CAPUCHON COOKIES 116GR;
5049;FLAN SERENITO CON CARAMELO x 100GR;
5050;POSTRE SERENITO COMUN USO INT 120GR;
5051;BASE SERENITO CONFITES 120GR;
5052;BASE SERENITO BOMBAS 118GR;
5053;DANETTE TOPPING COOKIES 100GR USO INT;
5054;POSTRE SERENITO COMB USO INT POTE 120GR;
5055;BASE YOGURISIMO DESC C/CEREALES USO INT 150GR;
5056;POSTRE SERENITO CONFITES USO INT 120GR;
5057;POSTRE SERENITO POTE 120GR DE USO INTERNO;
5058;DANETTE TOPPING CHOCOLINA 116GR USO INT;
5059;DANETTE TOPPING COOKIES 116 GR UNO INT;
5060;BASE POSTRE SERENITO C/CONFITES MOGUL 122GR;
5061;POSTRE SERENITO FS USO INT 95GR;
5074;BASE POSTRE SERENITO BOT 135 CM3;
5080;YOGURISIMO NATURAL S/AZ 300GR USO INT;
5081;BASE YOGUR LSC C/CONFITES 164GR;
5082;BASE YSMO EST GRIEGO CEREAAL DESAY 140GR;
5083;BASE YSMO EST GRIEGO CEREAL INDULG140GR;
5092;ALIMENTO LACTEO DANONINO 90G USO INT;
5094;ALIM LACTEO DANONINO PACK 161G USO INT;
5097;ALIM LAC DANONINO 90G VAINILLA USO INT;
5102;BASE POSTRE SERENITO C/GALLETITAS 116GR;
5103;BASE YOGURISIMO C/ARITOS FRUTALES USO INT;
5104;YOGUR SER CLAS DESC POTE 195G USO INTERNO;
5106;BASE YOGUR LSC C/CONFITES 164GR;
5107;BASE YOGUR LSC ENT C/CEREALES 159GR;
5108;BASE YOGUR LSC C/CEREALES ENT 157GR;
5112;YOGURISIMO FIRME 190GR USO INTERNO;
5113;QUESO CASANCREM 200GR FORT LIGHT USO INT;
5120;BASE YOGURISIMO ROCKLETS 140GR;
5122;BASE YOGURISIMO C/CEREALES CHOC USO INT;
5125;BASE YOGURISIMO C/GRANOLAS 168GR;
5130;BASE YOGURISIMO ZUCARITAS USO INT 150GR;
5131;BASE YOG ENTERO YSS NATURAL CHOCOLINAS;
5133;BASE SER C CEREAL USO INTERNO;
5135;BASE YOGURISIMO ZUCARITAS USO INTERNO;
5138;BASE POSTRE SERENITO CHOCOBOMBAS 118GR;
5139;BASE POSTRE SERENITO CON ROCKLETS 120GR;
5145;BASE POSTRE SERENITO C/CREREAL POTE 118G;
5168;BASE YOGURISIMO ENT C CEREALES USO INT;
5175;BASE DANETTE POSTRE CHOCOLINAS 116GR;
5178;BASE POSTRE SER CEREALES CHOCO 95GR;
5181;BASE YOGURISIMO C/CEREALES FRULATES 162GR;
5208;QUESO CASANCREM ENT 290GR USO INT;
5209;QUESO CASANCREM LIGHT 290GR USO INT;
5212;QUESO CASANCREM 200GR FORT ENT USO INT;
5218;QUESO GARCIA 290GR USO INT;
5219;QUESO CASANCREM 200GR CIBOUL USO INT;
5221;QUESO CASANCREM 200GR JAMON USO INT;
5223;BASE ACTIVIA C/COLCH Y CEREAL 175G USO INT;
5231;QUESO CASANCREM ENT FORT 290GR USO INT;
5232;SACHET SER 1000GR USO INT;
5233;QUESO CASANCREM LIGHT FORT 290GR USO INT;
5241;QUESO CASANCREM 290GR INTE LIGHT USO INT;
5242;QUESO CASAMCREM INTE 290GR ORIG UNO INT;
5243;QUESO CASANCREM INTE 200GR CIBOU USO INT;
5244;QUESO CASANCREM INTE 200GR JAMON USO INTERNO;
5245;QUESO CASANCREM 200GR INT LIGHT USO INT;
5246;QUESO CASANCREM INTE 200GR ORIG USO INT;
5265;BASE SER TOTAL C CEREALES USO INT;
5284;BASE P.SERENITO VERRUGAS DE BRUJA 117GR;
5300;BASE SERENITO TERROR USO INTERNO;
5301;BASE SERENITO CHOCOBOMBAS USO INTERNO;
5304;BASE SERENITO CONFITES USO INTERNO;
5311;BASE POSTRE SERENITO KUNG FU PANDA 118G;
5312;BASE POSTRE STO COLORS USO INTERNO;
5315;FLAN DANETTE 190GR;
5316;DANETTE 95GR;
5317;DANETTE 95 GR;
5318;DANETTE FLAN 95GR;
5319;DANETTE POSTRE LACTEO SABOR INTENSO 95GR;
5320;DANETTE POSTRE CON COOKIES 116GR;
5321;DANETTE POSTRE CON CHOCOLINAS 116GR;
5323;QUESO BLANCO GARCIA 290GR USO INT;
5333;YOGURISIMO GO BOT 185 GRS + FORT;
5334;YOGURISIMO GO STAR WARS BOT 185GR;
5335;YOGURISIMO 3 EN 1 BOT 185GR;
5336;YOGURISIMO GO BOT 185 GR;
5337;YOGURISIMO GO BOT 185 GR;
5339;SER NATUR COLCHON FRUTAS 140GR USO INT;
5340;SACHET GRAN COMPRA 1000GR USO INT;
5341;DANETTE BASE CHOCOLINAS 116GR;
5342;BASE DANETTE CON COOKIES 116GR;
5343;BASE YOGUR SER C/CERE BERRIES 135GR;
5347;YOGUR SER NATUR 300GR UNO INTERNO;
5359;BASE POSTRE STO BOO USO INTERNO;
5366;BASE YOGUR GRAN COMPRA C/CER 154GR;
5368;BASE YOGUR SER C/CER 166GR PROB VITB3;
5371;QUESO CREMA CASANCREM POTE 310G (VACIO);
5372;QUESO BLANCO CASANCREM DIET POTE 310G;
5376;BASE YOGUR GRAN COMPRA C/CER 154GR;
5379;BASE YOGUR SER NATURAL PROBIOT 175GR;
5380;BASE YOGUR SER BATIDO C/CEREALES 166GR;
5381;BASE YOGUR SER C/CERE BERRIES 155GR;
5383;BASE YOGUR GRAN COMPRA BAT C/CERE154GR;
5385;GRAN COMPRA QUESO ENT 290GR USO INT;
5393;BASE GRAN COMPRA CON CEREALES USO INT GR;
5394;BASE GRAN COMPRA CON CEREALES USO INT 145GR;
5395;BASE YOGUR SER TOTAL C/CERE 158GR;
5409;BASE POSTRE SERENITO CHOCOBOMBA 118G;
5423;YOGURISIMO SACHET 1300 GR;
5434;BASE POSTRE SERENITO POCION POTE 117 GR;
5455;BASE ACTIVIA SACHET 700GR;
5456;BASE SERENITO PATITAS ARAÑA POTE 119GR;
5493;BASE YOGUR SER BATIDO CORN FLAKES 166GR;
5494;BASE YOGUR SER CON CERE BERRIES 155GR;
5497;BASE POSTRE SERENITO ESPACIAL POTE 118GR;
5499;BASE YOGUR SER COLCHON FRU-MOR C CEREAL;
5508;YOGURISIMO SACHET IMBATIBLE 1000 GR;
5510;LECHE NUTRILON 4 BLUE RELOADED 200 ML;
5512;LECHE NUTRILON 2 BLUE RELOADED 200 ML;
5518;SACHET YSS 1000GR USO INT;
5525;LECHE LA SERENISIMA BABY 1 LATA X 750 GR;
5530;POSTRE DANETTE 95GR;
5531;LS POSTRES FLAN CON HUEVO 120GR;
5532;BASE DANETTE CON CHOCOLINAS 116GR;
5533;BASE DANETTE CON COOKIES 116GR;
5537;BASE ACTIVIA BALANCE PLUS 145GR USO INT;
5548;BASE YOGURISIMO C/CEREALES 166GR;
5549;BASE YOGURISIMO CON GRANOLAS 168G VIT;
5554;BASE YOGURISIMO C/CEREALES 166GR;
5555;BASE YOGURISIMO ENT CON GRANOLA 168GR;
5562;VITAL C/NUTRIPLUS X 800GR;
5572;LECHE LS BABY 4 800 GR;
5575;VIDACOL BOT 100GR;
5584;BASE YOGURISIMO GRIEGO CER DES 120GR;
5585;BASE YOGURISIMO GRIEGO CER IND 120GR;
5590;BASE YOGURISIMO C/CEREALES FS 162GR;
5625;BASE PROD FERM SILK COCO C/CER 140GR;
5631;FRISBEE CINDOR;
5656;LECHE LS BABY 3 800 GR;
5685;BASE YOGURISIMO C/CER Y COLCHON USO INT;
5686;BASE YOGURISIMO FULL MIX POTE 163GR;
5687;BASE YOGURISIMO C/CER Y COLCHON USO INT;
5754;VITAL 1 POUCH 375 GR;
5756;VITAL 2 POUCH 375 GR;
5758;VITAL 3 POUCH 375 GR;
5766;LA SERENISIMA CRECER LATA X 800 GR;
5777;LECHE NUTRILON 1 POUCH 1200 GR.;
5778;LECHE NUTRILON 2 POUCH 1200GR.;
5779;LECHE NUTRILON 3 POUCH 1200GR;
5780;VITAL VITAMINA C 800 GR;
5781;LECHE CRECIENDO ETAPA 1 1000 GR;
5782;LECHE CRECIENDO ETAPA 2 1000 GR;
5783;LECHE CRECIENDO ETAPA 3 1000 GR;
5784;LECHE NUTRILON 4 POUCH 1200GR;
5789;LECHE VITAL FIBRA PLUS LATA 775G;
5790;LECHE VITAL 1 POUCH 1000 GR;
5791;LECHE VITAL 2 POUCH 1000 GR;
5818;QUESO CASANCREM 200GR ENTERO USO INT;
5821;DANONINO PACK X4 322GR MOV INTERNO;
5825;SACHET ACTIVIA 1000GR USO INT;
5828;QUESO CASANCREM 200GR LIGHT USO INT;
5830;BASE POSTRE DANETTE C/CAPUCHON POTE 118G;
5837;BASE YOG CEREAL DESC LS CLASICO 157GR;
5838;BASE YOGUR CER ENT LS CLASICO 159GR;
5840;BASE SERENITO CON CONFITES 12O GR;
5841;BASE SERENITO CHOCOBOLAS 118 GR;
5842;POSTRE SERENITO BOMBAS BASE 118GR;
5843;POSTRE SERENITO CONFITES BASE 120GR;
5844;DANETTE TOPPING CHOCOLINA 116GR BASE;
5845;DANETTE TOPPING COOKIES 100GR BASE;
5856;BASE YOGUR LS CLASICO DESC CER VIT 157GR;
5857;BASE YOGUR LSC C/CER ENT VITB12 159GR;
5944;BASE YOGUR SER C/CAP TROPICAL 160 GR;
5955;BASE YOGUR SER C/CAP BERRIES 160 GR;
5966;BASE YOGUR SER TOTAL 158GR;
5971;BASE YOGUR SER DESC C/CEREALES CHOCOLATE 164GR;
5980;BASE YOGUR SER DESC C/CEREAL K.F. 163G;
5993;BASE YOGUR SER C/CEREAL POTE 165GR;
5996;BASE YOGUR SER C/CEREAL USO INT 150GR;
6002;YOGURISIMO C/CHOCOLATE 145GR;
6003;YOGURISIMO C/CEREALES 149GR;
6004;YOGURISIMO C/ARITOS FRUTALES 145GR;
6005;YOGURISIMO DESC C/CEREALES 166GR;
6007;YOGURISIMO ARTESANAL POTE 140 GR;
6008;YOGURISIMO POTE FIRME 140GR;
6009;YOGURISIMO POTE FIRME C/CREMA 140GR;
6010;YOGURISIMO BATIDO C/FRU POTE 150 GR;
6011;YOGURISIMO BATIDO C/FRU POTE 140GR;
6012;YOGURISIMO ENT FIRME + FORTI 190GR;
6013;YOGURISIMO ENT FIRME + FORTI 190GR;
6014;YOGURISIMO NATURAL C/AZUCAR 190GR;
6015;YOGURISIMO NATURAL POTE 250 GR;
6016;PRUEBAS DESARR. YOGURISIMO POTE 200G;
6017;USO INTERNO CAPUCHON SERENITO SORPRESA;
6018;PRUEBAS DESARR YOGURISIMO SACHET 1000G;
6019;YOGURISIMO NATURAL C/AZUCAR 190GR;
6020;YOGUR ENT LS ORIGINAL 200 GR;
6021;YOGURISIMO ENT FIRME 190GR B9+ZINC;
6022;YOGUR ENT LS ORIGINAL C/FRU 200GR;
6023;YOGUR DESC LS ORIGINAL 200 GR;
6024;YOGUR DESC LS ORIGINAL C/FRU 200GR;
6025;YOGURISIMO ENT FIRME 120 GR B9 ZINC;
6026;YOGURISIMO ENT FIRME 190GR VIT B3;
6027;YOGURISIMO SACHET 220GR B9 ZINC;
6028;YOGURISIMO ENT NATURAL 190GR;
6029;YOGURISIMO ESTILO GRIEGO 125GR;
6030;YOGURISIMO FIRME DESC 190GR;
6031;YOGUR LS CLASICO BATIDO DESC 120GR;
6032;YOGUR LS CLASICO BATIDO ENT 120GR;
6033;YOGUR LS CLASICO SACHET DESC 900GR;
6034;YOGUR LS CLASICO SACHET ENT 900GR;
6035;YOGUR LS CLASICO FIRME ENT 120GR;
6036;YOGUR ENT LS CLASICO 190GR;
6037;YOGUR C/CEREALES DESC LS CLASICO 157GR;
6038;YOGUR C/CEREALES ENT LS CLASICO 159GR;
6039;YOGURISIMO ESTILO GRIEGO FORTIF 125GR;
6040;MI PRIMER YOGURISIMO BATIDO 120GR;
6041;YOGURISIMO ESTILO GRIEGO USO INTER 125GR;
6042;YOGUR ENT VITO USO INTERNO 140GR;
6043;YOPRO 200GR USO INTERNO;
6044;YOGUR ENT LS CLASICO CON FRUTAS 140GR;
6045;YOGUR GARCIA DESC SACHET 900GR;
6046;YOGUR GARCIA DESC 140GR;
6047;QUESO GARCIA EXTRA VIT 290GR;
6048;YOGUR LS CLASICO SACH DESCREMADO 900GR;
6049;YOGURISIMO ENT FIRME 120 GR VIT B3;
6050;DANONINO BOTELLITA 100GR;
6051;DANONINO BOTELLITA 185GR;
6052;YOGUR LS CLASICO ENT ARITOS FRU 155GR;
6053;YOGUR LS CLASICO BATIDO DESC 120GR;
6054;YOGUR LS CLASICO BAT ENT 120GR VIT B12;
6055;YOGUR LS CLASICO VIT ENT SACHET 900 GR;
6056;YOGUR LS CLASICO DESC CEREALES VIT 157GR;
6057;YOGUR LSC C/CEREALES ENT VITB12 159GR;
6058;YOGUR ENT LS CLAS VIT B12 C/FRUTAS 140GR;
6059;YOGUR LS CLASICO FIRME ENT 120GR VIT B12;
6060;YOGUR ENT LS CLASICO 190GR CON VIT B12;
6061;YOGUR DESC LS CLASICO 190GR;
6062;YOGUR LSC DESC C/FRUTAS 140GR;
6063;YOGUR LS CLASICO ENT SACHET 220GR;
6064;QUESO CREMA CASANCREM ENTERO VIT 290GR;
6065;QUESO CREMA CASANCREM LIGHT VIT 290GR;
6066;QUESO BLANCO LS CLASICO ENTERO 290 GR;
